# term,courseCode,courseName,questionId,question,optionA,optionB,optionC,optionD,correctIndex(1-4)
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q25,Which device displays characters using liquid crystals,LCD display,LED display,CRT display,OLED display,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q26,Which converter transforms analog signals to digital form,ADC,DAC,Comparator,Amplifier,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q27,Which converter transforms digital signals to analog form,DAC,ADC,Comparator,Amplifier,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q28,Which device measures environmental data,Sensor,Actuator,Controller,Processor,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q29,Which device converts electrical signal into physical action,Actuator,Sensor,Processor,Controller,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q30,Which communication method sends data without wires,Wireless communication,Serial communication,Parallel communication,Optical communication,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q31,Which stage defines system requirements,Specification stage,Testing stage,Deployment stage,Execution stage,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q32,Which stage represents system behavior mathematically,Modeling stage,Deployment stage,Debugging stage,Compilation stage,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q33,Which system design step converts specification into architecture,Design stage,Testing stage,Implementation stage,Maintenance stage,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q34,Which feature reduces energy consumption,Power management,Clock gating,Memory swapping,Thread scheduling,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q35,Which system connects many embedded devices through internet,Internet of Things,Distributed computing,Parallel computing,Grid computing,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q36,Which system uses multiple embedded nodes,Distributed embedded system,Standalone system,Sequential system,Monolithic system,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q37,Which operating system responds within strict time constraints,Real time operating system,General purpose OS,Batch OS,Distributed OS,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q38,Which RTOS property ensures deadlines are met,Deterministic timing,Random timing,Dynamic timing,Sequential timing,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q39,Which device stores instructions for microcontroller,Flash memory,Cache memory,Register memory,Virtual memory,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q40,Which device temporarily stores execution data,RAM memory,ROM memory,Flash memory,EEPROM memory,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q41,Which bus transfers data between components,Data bus,Address bus,Control bus,Power bus,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q42,Which bus carries memory addresses,Address bus,Data bus,Control bus,Clock bus,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q43,Which bus controls read and write operations,Control bus,Data bus,Address bus,Power bus,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q44,Which component synchronizes processor operations,Clock,Timer,Counter,Interrupt controller,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q45,Which feature allows processors to handle multiple tasks concurrently,Multitasking,Pipelining,Branch prediction,Cache optimization,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q46,Which system component interacts with physical environment,Sensor and actuator module,Processor module,Memory module,Cache module,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q47,Which protocol transmits serial data asynchronously,UART,SPI,I2C,USB,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q48,Which protocol supports full duplex synchronous communication,SPI,I2C,UART,USB,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q49,Which device converts sensor signals for processing,ADC,DAC,Timer,Interrupt,1
3-1,CSE 315,"Microprocessors, Microcontrollers and Embedded Systems",3-1-CSE315-Q50,Which embedded system feature integrates hardware and software tightly,Hardware software co design,Code compilation,Memory allocation,Instruction scheduling,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q1,What is the goal of artificial intelligence,Create intelligent machines,Build faster hardware,Design networks,Store data efficiently,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q2,Which entity perceives environment and takes actions,Intelligent agent,Compiler,Operating system,Database,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q3,Which AI technique explores possible states to reach a goal,Search algorithm,Sorting algorithm,Compression algorithm,Hashing algorithm,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q4,Which search strategy uses heuristic estimates,Informed search,Uninformed search,Random search,Blind search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q5,Which search algorithm expands node with lowest heuristic value,Greedy best first search,Breadth first search,Depth first search,Uniform cost search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q6,Which search algorithm uses cost plus heuristic,A star search,Greedy search,Depth first search,Uniform search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q7,Which heuristic property guarantees optimal solution,Admissible heuristic,Inadmissible heuristic,Random heuristic,Dynamic heuristic,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q8,Which search technique evaluates neighbors iteratively,Hill climbing search,Depth first search,Breadth first search,Uniform cost search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q9,Which algorithm allows occasional worse moves to escape local maxima,Simulated annealing,Hill climbing,Breadth first search,Depth first search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q10,Which algorithm maintains multiple candidate states,Local beam search,Depth first search,Uniform cost search,Greedy search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q11,Which algorithm mimics biological evolution,Evolutionary algorithm,Greedy algorithm,Divide and conquer,Dynamic programming,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q12,Which search is used in competitive games,Adversarial search,Local search,Blind search,Greedy search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q13,Which algorithm improves minimax efficiency,Alpha beta pruning,Breadth first search,Uniform cost search,Greedy search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q14,Which technique uses simulation for decision making,Monte Carlo tree search,Depth first search,Greedy search,Uniform search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q15,Which problem type requires satisfying constraints,Constraint satisfaction problem,Optimization problem,Sorting problem,Traversal problem,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q16,Which technique solves CSP using recursive assignment,Backtracking search,Greedy search,Dynamic programming,Branch search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q17,Which AI concept represents knowledge using logic,Knowledge representation,Data compression,Network routing,Memory mapping,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q18,Which reasoning method derives conclusions from facts,Logical inference,Compilation,Parsing,Hashing,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q19,Which logic represents relationships using predicates,First order logic,Propositional logic,Boolean logic,Linear logic,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q20,Which AI process determines sequence of actions,Automated planning,Automated testing,Automated debugging,Automated compilation,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q21,Which learning type uses labeled examples,Supervised learning,Unsupervised learning,Reinforcement learning,Online learning,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q22,Which algorithm learns classification trees,Decision tree learning,Linear regression,K means clustering,Principal component analysis,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q23,Which concept chooses best model among alternatives,Model selection,Feature extraction,Data compression,Signal filtering,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q24,Which model predicts continuous values,Linear regression,Logistic regression,K means clustering,Decision tree,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q25,Which model predicts categorical labels,Classification model,Regression model,Clustering model,Optimization model,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q26,Which model uses nearest training samples,Nearest neighbor model,Linear regression,Decision tree,Neural network,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q27,Which algorithm separates classes with maximum margin,Support vector machine,K means clustering,Decision tree,Naive Bayes,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q28,Which learning method combines multiple models,Ensemble learning,Transfer learning,Online learning,Reinforcement learning,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q29,Which ensemble method trains models on random samples,Bagging,Boosting,Stacking,Gradient descent,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q30,Which ensemble method builds sequential weak learners,Boosting,Bagging,Stacking,Regression,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q31,Which ensemble method uses decision trees extensively,Random forest,Naive Bayes,Logistic regression,Nearest neighbor,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q32,Which algorithm optimizes predictions sequentially,Gradient boosting,Bagging,Stacking,K means,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q33,Which learning type updates model continuously,Online learning,Supervised learning,Offline learning,Batch learning,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q34,Which framework models sequential decision making,Markov decision process,Hidden Markov model,Bayesian network,Decision tree,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q35,Which MDP variant includes incomplete observations,Partially observable MDP,Hidden Markov model,Markov chain,Decision tree,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q36,Which learning type uses reward feedback,Reinforcement learning,Supervised learning,Unsupervised learning,Online learning,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q37,Which reinforcement algorithm learns optimal action values,Q learning,Gradient descent,K means clustering,Decision tree learning,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q38,Which method searches for best policy directly,Policy search,Value iteration,Dynamic programming,Greedy search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q39,Which AI field studies robots interacting with environment,Robotics,Computer vision,Natural language processing,Speech recognition,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q40,Which robotics function interprets sensor data,Robotic perception,Robotic control,Robotic motion,Robotic planning,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q41,Which robotics task determines movement paths,Motion planning,Signal processing,Image compression,Data mining,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q42,Which robotics task adjusts actuators to achieve movement,Control system,Signal processing,Data mining,Image analysis,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q43,Which AI approach enables robots to learn from rewards,Reinforcement learning,Supervised learning,Unsupervised learning,Online learning,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q44,Which AI concept ensures fairness and accountability,AI ethics,AI optimization,AI scheduling,AI simulation,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q45,Which AI field studies natural language understanding,Natural language processing,Computer vision,Robotics,Game AI,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q46,Which AI field studies image recognition,Computer vision,Natural language processing,Robotics,Speech synthesis,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q47,Which algorithm searches graph systematically,Breadth first search,Sorting algorithm,Compression algorithm,Hash algorithm,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q48,Which search explores deepest nodes first,Depth first search,Breadth first search,Uniform cost search,Greedy search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q49,Which search guarantees optimal solution with non negative costs,Uniform cost search,Greedy search,Depth first search,Local search,1
3-1,CSE 317,Artificial Intelligence,3-1-CSE317-Q50,Which field aims to create systems that learn from data,Machine learning,Operating systems,Computer networks,Database systems,1

3-2,CSE 311,Data Communication,3-2-CSE311-Q1,What does data communication refer to,Transmission of data between devices,Storage of data in memory,Execution of programs,Compilation of code,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q2,Which term represents range of frequencies of a signal,Bandwidth,Latency,Amplitude,Bit rate,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q3,Which ratio measures signal strength relative to noise,Signal to noise ratio,Bit error rate,Channel capacity,Propagation delay,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q4,Which theorem determines maximum channel capacity,Shannon capacity theorem,Nyquist theorem,Markov theorem,Bayes theorem,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q5,Which modulation varies signal amplitude,Amplitude modulation,Frequency modulation,Phase modulation,Pulse modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q6,Which modulation varies signal frequency,Frequency modulation,Amplitude modulation,Phase modulation,Pulse modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q7,Which modulation varies signal phase,Phase modulation,Amplitude modulation,Frequency modulation,Pulse modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q8,Which AM variant suppresses carrier signal,DSB SC,SSB,AM,FM,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q9,Which AM method transmits only one sideband,SSB modulation,AM modulation,FM modulation,PM modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q10,Which technique converts analog signal to digital form,Analog to digital conversion,Digital to analog conversion,Signal amplification,Signal filtering,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q11,Which process measures signal at discrete intervals,Sampling,Quantization,Encoding,Multiplexing,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q12,Which process approximates signal amplitude levels,Quantization,Sampling,Filtering,Compression,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q13,Which technique converts samples into binary code,Pulse code modulation,Frequency modulation,Amplitude modulation,Delta modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q14,Which modulation encodes signal differences,DPCM,PCM,ADPCM,Delta modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q15,Which modulation sends difference between successive samples,Delta modulation,PCM,DPCM,ADPCM,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q16,Which technique represents digital signals over transmission line,Line coding,Signal amplification,Signal detection,Signal filtering,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q17,Which phenomenon causes symbols to interfere with neighbors,Intersymbol interference,Signal fading,Multipath interference,Noise distortion,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q18,Which modulation uses amplitude variations for digital data,Amplitude shift keying,Frequency shift keying,Phase shift keying,Quadrature modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q19,Which modulation uses frequency variations,Frequency shift keying,Amplitude shift keying,Phase shift keying,Quadrature modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q20,Which modulation uses phase variations,Phase shift keying,Frequency shift keying,Amplitude shift keying,Delta modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q21,Which modulation combines amplitude and phase changes,QAM modulation,ASK modulation,FSK modulation,PSK modulation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q22,Which PSK type uses two phase states,Binary PSK,Quadrature PSK,Octal PSK,Differential PSK,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q23,Which PSK type uses four phase states,Quadrature PSK,Binary PSK,Differential PSK,M ary PSK,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q24,Which FSK uses multiple frequency levels,M ary FSK,Binary FSK,Minimum shift keying,Gaussian FSK,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q25,Which modulation reduces bandwidth using Gaussian filtering,GMSK,MSK,PSK,QAM,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q26,Which multiplexing divides channel by time slots,TDM,CDMA,FDM,OFDM,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q27,Which multiplexing divides channel by frequency bands,FDM,TDM,CDMA,OFDM,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q28,Which multiplexing uses orthogonal subcarriers,OFDM,TDM,FDM,CDMA,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q29,Which multiple access method uses spreading codes,CDMA,FDMA,TDMA,OFDM,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q30,Which noise type has constant spectral density,Additive white Gaussian noise,Impulse noise,Shot noise,Thermal noise,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q31,Which measure indicates incorrect received bits,Bit error rate,Signal to noise ratio,Throughput,Latency,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q32,Which concept measures information uncertainty,Entropy,Energy,Amplitude,Frequency,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q33,Which measure indicates shared information between variables,Mutual information,Entropy,Variance,Correlation,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q34,Which coding technique compresses data using variable length codes,Huffman coding,Lempel Ziv coding,Run length coding,Arithmetic coding,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q35,Which compression algorithm uses dictionary based encoding,Lempel Ziv coding,Huffman coding,Run length coding,Arithmetic coding,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q36,Which error control code uses parity check matrix,Linear block code,Cyclic code,Convolutional code,Hamming code,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q37,Which code uses polynomial division,Cyclic code,Linear block code,Convolutional code,Parity code,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q38,Which code processes input bit streams sequentially,Convolutional code,Cyclic code,Block code,Huffman code,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q39,Which decoding algorithm is used for convolutional codes,Viterbi decoding,Huffman decoding,Shannon decoding,CRC decoding,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q40,Which communication system uses cellular towers,Cellular communication,Satellite communication,Optical communication,Power line communication,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q41,Which communication system uses orbiting satellites,Satellite communication,Cellular communication,Optical communication,Radio communication,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q42,Which communication medium uses light signals,Optical fiber communication,Radio communication,Satellite communication,Power line communication,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q43,Which communication system uses existing power lines,Power line carrier communication,Optical communication,Cellular communication,Satellite communication,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q44,Which system sends data through electromagnetic waves,Wireless communication,Optical communication,Wired communication,Power communication,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q45,Which parameter determines number of bits per symbol,Modulation order,Signal bandwidth,Channel noise,Carrier frequency,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q46,Which system property measures transmission speed,Data rate,Signal amplitude,Signal frequency,Noise power,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q47,Which system component converts digital data into analog signal,Modulator,Demodulator,Amplifier,Filter,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q48,Which component recovers digital data from analog signal,Demodulator,Modulator,Encoder,Multiplexer,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q49,Which channel characteristic causes signal attenuation,Noise and interference,Signal amplification,Signal coding,Signal sampling,1
3-2,CSE 311,Data Communication,3-2-CSE311-Q50,Which field studies transmission of information across channels,Data communication theory,Network programming,Database design,Software engineering,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q1,What is a computer network,A collection of interconnected computers,A standalone computer,A database system,A compiler program,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q2,Which structure organizes network communication into layers,Protocol hierarchy,Network topology,Routing table,Packet queue,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q3,Which layer is responsible for node to node data transfer,Data link layer,Transport layer,Application layer,Network layer,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q4,Which IEEE standard defines Ethernet networks,IEEE 802.3,IEEE 802.11,IEEE 802.15,IEEE 802.16,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q5,Which device connects multiple Ethernet devices,Hubs,Router,Modem,Gateway,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q6,Which device forwards frames based on MAC address,Switch,Router,Hub,Repeater,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q7,Which device connects different network segments using MAC filtering,Bridge,Hub,Router,Repeater,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q8,Which Ethernet standard supports higher data rate,Fast Ethernet,Standard Ethernet,Gigabit Ethernet,Token ring,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q9,Which protocol handles packet routing across networks,IP protocol,TCP protocol,HTTP protocol,FTP protocol,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q10,Which routing algorithm selects shortest path,Dijkstra algorithm,Bellman Ford algorithm,Prim algorithm,Kruskal algorithm,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q11,Which IP version uses 32 bit addressing,IPv4,IPv6,ARP,RARP,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q12,Which IP version uses 128 bit addressing,IPv6,IPv4,ARP,DHCP,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q13,Which protocol maps IP addresses to MAC addresses,ARP,RARP,DNS,DHCP,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q14,Which protocol retrieves IP address from MAC address,RARP,ARP,DHCP,DNS,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q15,Which protocol automatically assigns IP addresses,DHCP,ARP,RARP,BGP,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q16,Which routing protocol exchanges routing information between autonomous systems,BGP,OSPF,RIP,ICMP,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q17,Which transport protocol provides unreliable connectionless service,UDP,TCP,IP,FTP,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q18,Which transport protocol provides reliable connection oriented service,TCP,UDP,IP,HTTP,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q19,Which mechanism ensures correct packet delivery,Reliable data transfer,Packet switching,Circuit switching,Routing control,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q20,Which concept limits traffic to avoid network overload,Congestion control,Flow control,Routing control,Packet filtering,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q21,Which TCP mechanism prevents receiver overflow,Flow control,Congestion control,Routing control,Buffer control,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q22,Which application protocol is used for web browsing,HTTP,FTP,SMTP,DNS,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q23,Which protocol transfers files across networks,FTP,HTTP,SMTP,DNS,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q24,Which protocol sends electronic mail,SMTP,HTTP,FTP,DNS,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q25,Which system converts domain names to IP addresses,DNS,ARP,DHCP,HTTP,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q26,Which network model organizes communication into layers,OSI model,Client server model,Peer model,Hybrid model,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q27,Which OSI layer manages end to end communication,Transport layer,Network layer,Application layer,Physical layer,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q28,Which OSI layer handles logical addressing,Network layer,Data link layer,Transport layer,Session layer,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q29,Which OSI layer handles physical transmission,Physical layer,Transport layer,Application layer,Session layer,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q30,Which architecture uses connected sensors and devices,Internet of Things,Distributed computing,Parallel computing,Cloud computing,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q31,Which IoT component collects data from environment,Edge device,Router,Gateway,Server,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q32,Which IoT layer processes data near the source,Edge computing,Cloud computing,Grid computing,Cluster computing,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q33,Which IoT communication commonly uses wireless technology,Wireless sensor networks,Wired networks,Optical networks,Power networks,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q34,Which IoT platform integrates edge and cloud services,Edge cloud IoT platform,Standalone platform,Local network platform,Database platform,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q35,Which mechanism distributes workloads across servers,Load balancing,Packet switching,Routing control,Data caching,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q36,Which IoT concern protects devices from attacks,IoT security,IoT routing,IoT scheduling,IoT caching,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q37,Which IoT factor improves energy efficiency,Energy management,Load management,Network control,Packet routing,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q38,Which network architecture is used in cloud servers,Datacenter topology,Mesh topology,Bus topology,Ring topology,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q39,Which topology connects nodes to a central device,Star topology,Bus topology,Ring topology,Mesh topology,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q40,Which topology connects each node to every other node,Mesh topology,Star topology,Bus topology,Ring topology,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q41,Which switching technique sends packets independently,Packet switching,Circuit switching,Message switching,Frame switching,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q42,Which switching technique establishes dedicated path,Circuit switching,Packet switching,Frame switching,Message switching,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q43,Which network device connects multiple networks,Router,Switch,Hub,Bridge,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q44,Which protocol reports network errors,ICMP,HTTP,FTP,SMTP,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q45,Which mechanism ensures packet ordering in TCP,Sequence numbers,Packet IDs,Buffer numbers,Frame numbers,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q46,Which mechanism detects lost packets,Acknowledgment system,Packet switching,Multiplexing,Routing,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q47,Which network service provides web pages,HTTP service,FTP service,SMTP service,DNS service,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q48,Which network layer handles application services,Application layer,Transport layer,Network layer,Physical layer,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q49,Which communication protocol ensures reliable delivery,TCP protocol,UDP protocol,IP protocol,ARP protocol,1
3-2,CSE 321,Computer Networks,3-2-CSE321-Q50,Which field studies interconnected communication systems,Computer networking,Operating systems,Database systems,Software engineering,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q1,What is the main goal of project management,Ensure project success within constraints,Write program code,Compile software,Store project data,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q2,Which activity identifies potential project risks,Risk management,Quality assurance,Configuration management,Deployment management,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q3,Which process manages relationships with project participants,Stakeholder management,Issue management,Task scheduling,Cost estimation,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q4,Which activity coordinates work among team members,Team management,Risk management,Issue management,Cost modeling,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q5,Which process tracks and resolves project problems,Issue management,Team management,Deployment management,Testing management,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q6,Which planning activity determines project timeline,Project scheduling,Project testing,Project deployment,Project documentation,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q7,Which concept estimates software development cost,Software pricing,Software testing,Software design,Software deployment,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q8,Which technique predicts project effort,Estimation technique,Testing technique,Debugging technique,Compilation technique,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q9,Which cost estimation model uses project size,COCOMO model,Agile model,Waterfall model,Spiral model,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q10,Which development model follows sequential stages,Waterfall model,Agile model,Scrum model,Kanban model,1
